group,worker_id,chat_input,chat_response,chat_bot_type
jugglechat,594ef8ef6d3780000120d4d9,is waste water a risk for SARS,"SARS-CoV-2 is similar to other coronaviruses for which water does not constitute a relevant route of transmission. The direct transmission of coronaviruses via the stools of infected persons also appears negligible; to date, no case of a faecal-oral transmission of the virus has been reported.. . The German Environment Agency has published a detailed statement on coronavirus and drinking water.. ",faq
jugglechat,5b5341ddd8348500012ca10d,Where did Covid 19 come from,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",faq
jugglechat,5bcf365f937b3c00014396f6,Which underlying conditions are most dangerous,"Older adults (people over the age of 65), those who live in nursing homes or long term care facilities, people who have underlying medical conditions (e.g. chronic lung disease, asthma, diabetes, sickle cell anemia, weakened immune system, chemotherapy, liver cirrhosis, etc), pregnant people, and incarcerated populations.",faq
jugglechat,5e6b74c327cf78000b2bc167,Hi JuggleChat! What are the symptoms of coronavirus,COVID19 is a novel coronavirus that has been recently identified,qa
jugglechat,5f96215945124f17374e5cb2,What is the purpose of this chat,"There are many types of coronaviruses. Some only cause illness in people, and some only infect animals. COVID-19 is likely due to an animal coronavirus being able to infect and spread among people. In the past, there was Middle East Respiratory Syndrom (MERS) and Severe Acute Respiratory (SARS) which are both coronaviruses that came from animals and spread among people.   [[Would you like more information on MERs?]] MERs is Middle East Respiratory Syndrome. It is also caused by coronavirus, similar to COVID-19. This virus was first reported in 2012 in Saudi Arabia. Their symptoms are severe acute respiratory illness which includes fever, cough, and shortness of breath. The virus does not pass easily person-to-person unless there is close contact, which includes providing unprotected care to a patient.  [[Would you like more information?]] SARS is Severe Acute Respiratory Syndrome. It was identified in 2003. It is thought to be an animal virus, though the animal source has not yet been identified. It transmits person-to-person, and has influenza-like symptoms, which include fever, malaise, headaches, diarrhea, and shivering. Currently, SARS-CoV is not being transmitted anywhere in the world. Since the 2003 epidemic, it has appeared four times due to laboratory accidents.",faq
jugglechat,5bb8e15207378900018eec62,o,"I'm sorry, but I don't seem to have a solid answer for that.. :(",greet
jugglechat,5f514abc8c2b9c36de8c03b6,Ok,"I'm sorry, but I don't seem to have a solid answer for that.. :(",greet
jugglechat,5cb9a316531e2200010b7d42,where did COVID-19 come from,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",faq
jugglechat,5f514abc8c2b9c36de8c03b6,How does COVID-19 spread,"It is able to spread person-to-person. The spread can also be through respiratory droplets released when you sneeze, cough, or talk. Respiratory droplets may also be passed from person-to-person through commonly used surfaces such as door nobs, elevator buttons and bathroom faucets.  [[Would you like more information?]] Among viruses, some are more contagious than others; for example, measles is so contagious that if one person has it, 9 out of 10 people of ALL ages around them will also become infected if they are not protected. COVID-19 is able to spread easily in the community, which is called ""community spread"".   [[Would you like more information on how you can avoid getting infected with the virus that causes Covid19?]] Socially distancing is a practice that aims to prevent those who are sick from coming into contact with those who are healthy. This is to reduce the opportunity for disease transmission. It means avoiding crowds, mass gatherings, and maintaining at least a 6 foot distance fom others. This means no handshakes, hugs, or high-fives. It is also important to practice frequent hand-washing with soap and water or an alcohol-based (at least 60%) hand sanitizer.",faq
jugglechat,5b9d73ec6b0f63000148db87,what are the symptoms of coronavirus,"a type of virus - there are many kinds, and some of them can cause disease",qa
jugglechat,594ef8ef6d3780000120d4d9,who should be tested for sars,"If you have developed symptoms like fever, cough, and/or difficulty breathing, and you have been in close contact with a person known to have COVID-19, or they have recently traveled to an area with ongoing spread of COVID-19, yes. Stay home and call your health care provider. Older patients and individuals who have severe underlying medical conditions should contact their healthcare providers earlier, even if the illness seems mild. If your symptoms are severe - like you are having persistent pain/pressure in chest, new confusion or inability to arouse, or bluish lips or face, contact healthcare provider or go to the emergency room - it is important to seek care immediately. Your doctor will determine if you have symptoms of COVID-19 and whether you should be tested?",faq
jugglechat,5bfebb346fe16d0001678101,What are the symptoms of Covid-19,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
jugglechat,5f1217f36da6b51388a85d36,ok,"I'm sorry, but I don't seem to have a solid answer for that.. :(",greet
